timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728914969246,876,Homepage Test,200,OK,Thread Group 1-46,text,true,,48554,192,34,34,https://automationexercise.com/products,812,0,0
1728914961349,8774,Homepage Test,200,OK,Thread Group 1-20,text,true,,48550,192,34,34,https://automationexercise.com/products,4439,0,0
1728914967581,2594,Homepage Test,200,OK,Thread Group 1-42,text,true,,48546,192,34,34,https://automationexercise.com/products,1405,0,0
1728914961492,8737,Homepage Test,200,OK,Thread Group 1-36,text,true,,48548,192,34,34,https://automationexercise.com/products,8684,0,7852
1728914963335,6902,Homepage Test,200,OK,Thread Group 1-28,text,true,,48546,192,34,34,https://automationexercise.com/products,1141,0,0
1728914964089,6149,Homepage Test,200,OK,Thread Group 1-49,text,true,,48552,192,34,34,https://automationexercise.com/products,5192,0,2615
1728914969592,709,Homepage Test,200,OK,Thread Group 1-31,text,true,,48544,192,34,34,https://automationexercise.com/products,637,0,0
1728914969592,717,Homepage Test,200,OK,Thread Group 1-44,text,true,,48542,192,34,34,https://automationexercise.com/products,636,0,0
1728914966699,3611,Homepage Test,200,OK,Thread Group 1-37,text,true,,48546,192,34,34,https://automationexercise.com/products,2590,0,0
1728914969654,697,Homepage Test,200,OK,Thread Group 1-43,text,true,,48544,192,34,34,https://automationexercise.com/products,582,0,0
1728914969907,518,Homepage Test,200,OK,Thread Group 1-25,text,true,,48550,192,34,34,https://automationexercise.com/products,452,0,0
1728914969953,472,Homepage Test,200,OK,Thread Group 1-45,text,true,,48550,192,34,34,https://automationexercise.com/products,406,0,0
1728914960279,10148,Homepage Test,200,OK,Thread Group 1-30,text,true,,48544,192,34,34,https://automationexercise.com/products,5755,0,4262
1728914970001,542,Homepage Test,200,OK,Thread Group 1-16,text,true,,48558,192,34,34,https://automationexercise.com/products,425,0,0
1728914969592,1020,Homepage Test,200,OK,Thread Group 1-21,text,true,,48546,192,34,34,https://automationexercise.com/products,952,0,0
1728914970079,581,Homepage Test,200,OK,Thread Group 1-41,text,true,,48548,192,34,34,https://automationexercise.com/products,469,0,0
1728914961067,9594,Homepage Test,200,OK,Thread Group 1-10,text,true,,48554,192,34,34,https://automationexercise.com/products,1563,0,0
1728914960678,9987,Homepage Test,200,OK,Thread Group 1-32,text,true,,48550,192,34,34,https://automationexercise.com/products,3491,0,2174
1728914964419,6298,Homepage Test,200,OK,Thread Group 1-27,text,true,,48546,192,34,34,https://automationexercise.com/products,1609,0,0
1728914960930,9799,Homepage Test,200,OK,Thread Group 1-19,text,true,,48554,192,34,34,https://automationexercise.com/products,8965,0,0
1728914970301,537,Homepage Test,200,OK,Thread Group 1-50,text,true,,48552,192,34,34,https://automationexercise.com/products,486,0,0
1728914970001,847,Homepage Test,200,OK,Thread Group 1-18,text,true,,48542,192,34,34,https://automationexercise.com/products,838,0,0
1728914970422,491,Homepage Test,200,OK,Thread Group 1-40,text,true,,48544,192,33,33,https://automationexercise.com/products,426,0,0
1728914970424,590,Homepage Test,200,OK,Thread Group 1-46,text,true,,48548,192,33,33,https://automationexercise.com/products,440,0,0
1728914960079,11070,Homepage Test,200,OK,Thread Group 1-29,text,true,,48544,192,33,33,https://automationexercise.com/products,2955,0,1995
1728914970534,785,Homepage Test,200,OK,Thread Group 1-36,text,true,,48544,192,33,33,https://automationexercise.com/products,615,0,0
1728914970488,886,Homepage Test,200,OK,Thread Group 1-42,text,true,,48554,192,33,33,https://automationexercise.com/products,526,0,0
1728914964482,6893,Homepage Test,200,OK,Thread Group 1-33,text,true,,48546,192,33,33,https://automationexercise.com/products,5643,0,0
1728914962078,9424,Homepage Test,200,OK,Thread Group 1-39,text,true,,48550,192,33,33,https://automationexercise.com/products,4317,0,1784
1728914970550,963,Homepage Test,200,OK,Thread Group 1-49,text,true,,48546,192,33,33,https://automationexercise.com/products,826,0,0
1728914970550,964,Homepage Test,200,OK,Thread Group 1-28,text,true,,48552,192,33,33,https://automationexercise.com/products,951,0,0
1728914970613,965,Homepage Test,200,OK,Thread Group 1-31,text,true,,48544,192,33,33,https://automationexercise.com/products,944,0,0
1728914970613,1182,Homepage Test,200,OK,Thread Group 1-44,text,true,,48544,192,32,32,https://automationexercise.com/products,1060,0,0
1728914970613,1182,Homepage Test,200,OK,Thread Group 1-37,text,true,,48542,192,32,32,https://automationexercise.com/products,965,0,0
1728914970660,1137,Homepage Test,200,OK,Thread Group 1-43,text,true,,48546,192,32,32,https://automationexercise.com/products,1015,0,0
